Ticker,Predicted PE (Cluster),PE Difference (Cluster),Valuation Signal (Cluster),Cluster R²,Cluster Adj R²,Cluster F p-value,Cluster Residual SE,Source Cluster,Sector,PE Ratio (Current),EPS Growth (ROE x Retention),Beta,Payout Ratio,Predicted PE (Index),PE Difference (Index),Valuation Signal (Index),Index R²,Index Adj R²,Index F p-value,Index Residual SE,Combined Signal
HOOD,42.61,-6.85,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Financials,35.75728155339806,0.21461001,2.294,0.0,42.74,-6.98,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued (Cluster Model Insignificant)
RCL,38.21,-22.0,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Consumer Discretionary,16.211843711843713,0.367209432,1.777,0.2593,36.39,-20.18,Undervalued,0.1352,0.1281,0.0,14.1588,Undervalued (Cluster Model Insignificant)
SMCI,43.66,-23.89,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Information Technology,19.773722627737225,0.13193,1.684,0.0,35.62,-15.85,Undervalued,0.1352,0.1281,0.0,14.1588,Undervalued (Cluster Model Insignificant)
TER,38.25,25.84,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Information Technology,64.08534322820037,0.26136624885,1.793,0.090900004,36.04,28.05,Overvalued,0.1352,0.1281,0.0,14.1588,Overvalued (Cluster Model Insignificant)
URI,37.0,-12.73,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Industrials,24.270774737918693,0.229397388,1.831,0.1876,37.44,-13.17,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued (Cluster Model Insignificant)
VRT,32.85,49.85,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Industrials,82.69773299748111,0.42828620809806,2.099,0.050300002,38.27,44.43,Overvalued,0.1352,0.1281,0.0,14.1588,Overvalued (Cluster Model Insignificant)
ZBRA,42.87,-15.08,Model Insignificant,0.0528,-0.105,0.8005,23.5147,cluster_0,Information Technology,27.79436964504284,0.116809994,1.624,0.0,34.83,-7.04,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued (Cluster Model Insignificant)
ABT,22.32,2.74,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,25.058823529411764,0.0404185117556001,0.647,0.67230004,24.93,0.13,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AFL,19.68,-6.78,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,12.900571428571428,0.1204542627062,0.619,0.26860002,23.07,-10.17,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
APD,22.04,9.72,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Materials,31.7584388185654,0.0300672019999999,0.776,0.7566,26.77,4.99,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
LNT,22.64,0.65,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,23.28930817610063,0.0399313662898001,0.566,0.64699996,23.86,-0.57,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AEE,22.23,-1.0,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,21.226168224299062,0.0531931994651999,0.511,0.53080004,22.78,-1.55,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AEP,22.07,-1.48,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,20.58796992481203,0.0547386277458,0.552,0.56159997,23.37,-2.78,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AIG,22.25,-8.38,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,13.867957746478874,0.052755813,0.541,0.3169,22.58,-8.71,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
AWK,22.33,0.26,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,22.58510638297872,0.042206427,0.634,0.5869,24.52,-1.93,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AMGN,12.12,10.82,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,22.936022253129345,0.332120404,0.435,0.6722,20.78,2.16,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
APA,18.66,-8.6,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,10.057644110275689,0.1897480850639999,0.374,0.25059998,19.65,-9.59,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
ADM,30.02,3.59,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,33.60538116591928,0.0040222896395,0.578,0.91480005,24.8,8.81,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ATO,21.78,2.8,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.58148631029987,0.0488914409999999,0.648,0.4707,24.32,0.26,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ADP,13.25,6.75,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,20.00093370681606,0.28162764,0.841,0.6045,25.97,-5.97,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
AVY,17.05,1.29,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Materials,18.338582677165352,0.177921462,0.847,0.4234,26.02,-7.68,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
BDX,24.69,-0.29,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,24.397058823529413,0.02217456,0.285,0.6814,20.51,3.89,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
BR,14.57,2.03,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,16.60427807486631,0.25092202,0.901,0.407,26.29,-9.69,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
BF-B,21.51,-6.66,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,14.8546511627907,0.096082402,0.346,0.5294,20.54,-5.69,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
BG,24.16,8.63,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,32.79210526315789,0.012983656,0.627,0.7368,24.92,7.87,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
CNP,22.52,4.08,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,26.59509202453988,0.04340694,0.476,0.546,22.4,4.2,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
CI,20.8,-8.81,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,11.992369648155998,0.120683427164,0.313,0.2582,19.26,-7.27,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
CINF,18.97,-9.71,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,9.26,0.1493179499999999,0.598,0.203,22.5,-13.24,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
CFG,21.46,-6.19,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,15.265402843601898,0.0451106325478,1.041,0.41709998,29.13,-13.86,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
CMS,23.34,-2.28,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,21.060941828254848,0.0406686096473999,0.371,0.6079,21.32,-0.26,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
KO,19.27,5.44,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,24.71069182389937,0.1527562040556006,0.356,0.64779997,20.64,4.07,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
CTSH,19.67,-8.3,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Information Technology,11.373101952277656,0.108103892,0.803,0.2733,25.43,-14.06,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
COP,23.63,-2.75,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,20.87966101694915,0.0508682738032,0.149,0.5492,18.31,2.57,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ED,24.06,-4.43,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,19.625222024866783,0.034822524,0.288,0.6028,20.31,-0.68,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
STZ,20.01,-4.11,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,15.902185223725288,0.130253292246,0.424,0.4246,21.02,-5.12,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
CTRA,22.26,-6.47,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,15.794642857142858,0.074521522545,0.304,0.39290002,19.73,-3.94,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
DRI,17.32,3.22,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Discretionary,20.544303797468352,0.1949720521319999,0.594,0.6217,23.36,-2.82,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
FANG,24.78,11.46,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,36.23909249563699,0.0112759649999999,0.442,0.6981,22.47,13.77,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
DG,20.63,-3.92,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,16.705109489051097,0.1244925665549999,0.282,0.3445,19.05,-2.34,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
DTE,23.97,0.46,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.43185550082102,0.0269121859999999,0.413,0.7418,22.27,2.16,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
DUK,23.84,-3.46,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,20.380348652931858,0.032205888,0.402,0.6688,21.93,-1.55,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ELV,20.54,-4.74,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,15.798219584569733,0.0857743419999999,0.671,0.2903,23.94,-8.14,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ETR,22.48,7.22,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,29.701530612244905,0.0394884229999999,0.529,0.6327,23.31,6.39,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
EOG,21.72,-6.48,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,15.235745614035087,0.095487746,0.279,0.4326,19.43,-4.19,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ERIE,20.45,-0.77,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,19.68498168498169,0.12462285,0.32,0.5179,20.0,-0.32,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
EG,20.96,-13.76,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,7.199552026063938,0.1157039592356,0.341,0.16290002,19.43,-12.23,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
EVRG,24.14,-1.57,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,22.57103825136612,0.02253647,0.544,0.737,23.94,-1.37,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
EXC,23.42,-6.39,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,17.032967032967033,0.041125104,0.416,0.5861,21.84,-4.81,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
EXE,20.44,-12.99,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,7.449404761904763,0.1339735756259999,0.352,0.2374,19.65,-12.2,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
XOM,24.19,1.53,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,25.715488215488215,0.031583727,0.183,0.6801,19.16,6.56,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
FAST,20.29,19.45,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,39.743362831858406,0.06886847,0.744,0.7965,26.18,13.56,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
FITB,21.98,-5.0,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,16.983164983164983,0.037565866,0.955,0.5286,28.42,-11.44,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
GILD,17.45,1.97,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,19.41740412979351,0.217057045,0.332,0.4661,19.53,-0.11,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
HON,20.35,13.54,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,33.89154704944179,0.062940816,0.811,0.7406,26.97,6.92,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
IBM,18.96,1.57,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Information Technology,20.53050397877984,0.1449839016911999,0.581,0.59470004,23.37,-2.84,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
JNJ,20.99,5.34,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,26.325608342989568,0.1050035999999999,0.263,0.6025,19.57,6.76,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
KDP,24.75,-3.2,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,21.548148148148147,0.02010372,0.416,0.6815,22.19,-0.64,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
KMI,24.19,-2.56,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,21.63255033557047,0.0227623623581999,0.564,0.78519994,24.34,-2.71,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
KR,23.57,20.44,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,44.006493506493506,0.018712095,0.457,0.8701,22.93,21.08,Overvalued,0.1352,0.1281,0.0,14.1588,Strong Overvalued
LMT,16.86,7.96,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,24.819457889641814,0.23416971382,0.1,0.65379995,16.98,7.84,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
MTB,21.53,-9.38,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,12.15272318921954,0.0691040714448001,0.591,0.32849997,23.16,-11.01,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
MRSH,18.41,2.39,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,20.798498122653317,0.154563026,0.637,0.4394,23.57,-2.77,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
MDT,24.31,-1.96,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,22.3463687150838,0.019672046244,0.632,0.79050004,25.22,-2.87,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
MET,21.19,-4.16,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,17.033970276008493,0.062840565228,0.775,0.4772,25.88,-8.85,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
MDLZ,48.15,-17.77,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,30.38118811881188,0.0025199342206003,0.404,0.97519994,22.82,7.56,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
NEE,21.91,2.7,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.606598984771576,0.0423841249999999,0.721,0.5895,25.6,-0.99,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
NI,22.59,2.07,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.656410256410258,0.03860192,0.568,0.5744,23.67,0.99,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
OXY,23.74,19.75,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,43.48888888888889,0.017128881,0.172,0.7111,18.96,24.53,Overvalued,0.1352,0.1281,0.0,14.1588,Strong Overvalued
PEP,23.03,1.64,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,24.67241379310345,0.046862774136,0.394,0.8932,22.35,2.32,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PSX,20.93,-3.5,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,17.427299703264097,0.0754698389094,0.693,0.48119998,24.8,-7.37,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PNW,24.21,-3.89,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,20.322772277227724,0.026098979,0.455,0.7119,22.75,-2.43,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PNC,20.63,-7.81,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,12.817073170731708,0.073919128,0.93,0.3893,27.51,-14.69,Undervalued,0.1352,0.1281,0.0,14.1588,Strong Undervalued
PPG,18.39,-2.99,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Materials,15.402578796561604,0.1239485519999999,1.053,0.4026,28.82,-13.42,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PPL,23.43,0.22,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,23.647798742138363,0.025653765,0.619,0.6855,24.7,-1.05,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PFG,20.63,-6.13,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,14.503586800573888,0.073743468491,0.897,0.4491,27.27,-12.77,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PG,20.35,1.21,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,21.560761346998536,0.11884784,0.398,0.618,21.28,0.28,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
PEG,22.37,-3.38,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,18.992890995260662,0.0513851908971999,0.55,0.59720004,23.48,-4.49,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
SLB,20.72,4.35,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,25.07488986784141,0.069401644,0.731,0.5066,25.35,-0.28,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
SRE,31.8,2.63,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,34.42545454545455,0.0032080378763999,0.604,0.9382,25.17,9.26,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
SNA,19.99,-0.34,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Industrials,19.648243801652892,0.095942742,0.744,0.4729,25.3,-5.65,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
SO,24.21,0.52,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.73401534526854,0.0267081342693001,0.357,0.75699997,21.6,3.13,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
SYY,11.95,8.62,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Staples,20.569444444444443,0.327579976,0.662,0.6,23.48,-2.91,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
TMUS,20.9,-0.06,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Communication Services,20.83528161530287,0.107465044038,0.32,0.4038,19.75,1.09,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
TSCO,16.15,0.52,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Consumer Discretionary,16.665024630541872,0.2465861668992,0.503,0.45810002,21.51,-4.84,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
UNH,22.1,5.75,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Health Care,27.853474320241688,0.0414105807275997,0.646,0.65989995,24.85,3.0,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
VLO,20.19,-2.17,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,18.01970802919708,0.10535495,0.571,0.3353,22.71,-4.69,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
WEC,23.59,0.78,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,24.369294605809127,0.029842928,0.493,0.7422,23.26,1.11,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
WFC,19.98,-7.49,Undervalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Financials,12.489953632148378,0.08774426,0.96,0.2705,27.48,-14.99,Undervalued,0.1352,0.1281,0.0,14.1588,Strong Undervalued
WMB,24.71,10.59,Overvalued,0.2257,0.1963,0.0001,6.6987,cluster_1,Energy,35.29906542056075,0.01213497,0.633,0.9346,25.47,9.83,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
XEL,23.53,0.27,Fairly Valued,0.2257,0.1963,0.0001,6.6987,cluster_1,Utilities,23.798270893371757,0.03227035,0.421,0.6635,22.12,1.68,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AOS,28.74,-12.65,Fairly Valued,0.1131,0.0857,0.0085,16.4215,cluster_2,Industrials,16.093333333333334,0.1771492833465999,1.217,0.37330002,30.51,-14.42,Undervalued,0.1352,0.1281,0.0,14.1588,Conflicting
A,30.37,-5.09,Fairly Valued,0.1131,0.0857,0.0085,16.4215,cluster_2,Health Care,25.280353200883,0.1554790564045998,1.219,0.22049999,30.17,-4.89,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
AME,29.87,5.0,Fairly Valued,0.1131,0.0857,0.0085,16.4215,cluster_2,Industrials,34.86838124054463,0.1182154059179999,1.033,0.1918,27.92,6.95,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
ADI,40.59,31.85,Overvalued,0.1131,0.0857,0.0085,16.4215,cluster_2,Information Technology,72.43897996357012,0.021706982,1.194,0.7239,31.38,41.06,Overvalued,0.1352,0.1281,0.0,14.1588,Strong Overvalued
APO,42.39,-18.84,Undervalued,0.1131,0.0857,0.0085,16.4215,cluster_2,Financials,23.548736462093864,0.0941112910604,1.519,0.35970002,34.68,-11.13,Fairly Valued,0.1352,0.1281,0.0,14.1588,Conflicting
APTV,41.57,39.08,Overvalued,0.1131,0.0857,0.0085,16.4215,cluster_2,Consumer Discretionary,80.65333333333334,0.01948,1.308,0.0,30.58,50.07,Overvalued,0.1352,0.1281,0.0,14.1588,Strong Overvalued
BKR,28.66,-6.58,Fairly Valued,0.1131,0.0857,0.0085,16.4215,cluster_2,Energy,22.08306709265176,0.1213362274368,0.97,0.29389998,27.46,-5.38,Fairly Valued,0.1352,0.1281,0.0,14.1588,Fairly Valued
