Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention),Sector
OKE,59802714112,16.919785,16.71301247771836,4.56,0.762,0.7415,0.15903,0.25849999999999995,0.04110925499999999,Energy
ORCL,526805368832,32.944244,33.562949640287776,1.07,1.544,0.35909998,0.57572,0.64090002,0.3689789595144,Information Technology
PCAR,57909907456,23.411703,23.761702127659575,1.25,1.03,0.2809,0.13108,0.7191000000000001,0.09425962800000001,Industrials
PKG,18268342272,24.882889,25.56917475728155,2.85,0.83,0.6075,0.16313,0.39249999999999996,0.06402852499999999,Materials
PH,107833491456,31.52359,31.6413564319941,0.93,1.182,0.26569998,0.24841999,0.73430002,0.18241480362539983,Industrials
PYPL,38878797824,8.269231,8.327392120075046,1.26,1.395,0.0525,0.25120002,0.9475,0.23801201895000001,Financials
PNR,11688928256,18.173367,18.444723618090453,1.44,1.097,0.2563,0.1761,0.7437,0.13096557,Industrials
PEP,204596887552,23.533806,23.437106918238992,3.97,0.394,0.8932,0.43879002,0.1068,0.046862774136000006,Consumer Staples
PCG,35786149888,12.5969,12.286821705426355,1.26,0.289,0.1163,0.08826999,0.8837,0.078004190163,Utilities
PSX,73218752512,18.063303,17.784371909000992,2.83,0.693,0.48119998,0.14547,0.51880002,0.0754698389094,Energy
PNW,12306556928,18.945896,18.611940298507463,3.65,0.455,0.6735,0.09559,0.3265,0.031210135,Utilities
PNC,86111518720,12.467442,12.425581395348837,3.18,0.93,0.3893,0.12104,0.6107,0.073919128,Financials
POOL,6526213120,16.459558,16.671874999999996,2.87,1.154,0.4596,0.34241,0.5404,0.18503836399999998,Consumer Discretionary
PPG,22677846016,14.575931,14.851002865329512,2.74,1.053,0.4026,0.20748,0.5973999999999999,0.12394855199999999,Materials
PPL,26426306560,21.54908,21.429447852760738,3.26,0.619,0.6764,0.08316,0.3236,0.026910576,Utilities
PFG,22076465152,14.662841,14.691535150645626,3.2,0.897,0.4491,0.13385999,0.5509,0.073743468491,Financials
PG,329228976128,20.700584,20.847730600292824,2.99,0.398,0.618,0.31112,0.382,0.11884784000000001,Consumer Staples
PGR,119549394944,10.401118,10.371123538383324,6.81,0.295,0.70699996,0.37903,0.29300004,0.1110558051612,Financials
PRU,35350749184,10.481977,10.605561277033985,5.44,0.851,0.56130004,0.10711,0.43869996,0.046989152715599995,Financials
PEG,38560108544,17.119469,17.000000000000004,3.49,0.55,0.5664,0.13441,0.4336,0.058280175999999996,Utilities
PTC,16855759872,14.004798,13.825335892514396,0.0,0.978,0.0,0.344,1.0,0.344,Information Technology
PHM,21067790336,10.696324,10.810444874274662,0.93,1.242,0.0928,0.16178,0.9072,0.146766816,Consumer Discretionary
PWR,108457467904,99.00822,99.04520547945205,0.06,1.244,0.057600003,0.13534,0.942399997,0.12754441559398,Industrials
QCOM,210768379904,21.479053,21.873254564983885,1.81,1.493,0.38279998,0.36083,0.6172000200000001,0.22270428321660002,Information Technology
DGX,21049479168,20.988409,20.953642384105958,1.81,0.595,0.36020002,0.14538999,0.63979998,0.09302051269420021,Health Care
RL,19668494336,22.064285,22.168027210884354,1.12,1.387,0.24229999,0.33846,0.75770001,0.25645114538459995,Consumer Discretionary
RJF,29797615616,14.424527,14.571698113207548,1.4,0.995,0.19639999,0.17289,0.80360001,0.1389344057289,Financials
RTX,238188036096,33.183884,33.011257035647276,1.57,0.301,0.5103,0.11571,0.4897,0.056663187,Industrials
REGN,66497302528,15.496702,15.384314683606156,0.6,0.296,0.0874,0.14548,0.9126,0.132765048,Health Care
RF,22964443136,11.165975,11.190871369294605,3.93,1.033,0.4336,0.11895,0.5664,0.06737328000000001,Financials
RSG,66735419392,31.120518,30.77761836441894,1.17,0.438,0.3522,0.18346001,0.6477999999999999,0.118845394478,Industrials
RMD,30154321920,20.046288,19.686595949855356,1.18,0.845,0.22469999,0.25246,0.77530001,0.19573224052460003,Health Care
RVTY,10784483328,46.475964,45.90384615384615,0.29,1.051,0.1346,0.03227,0.8654,0.027926457999999998,Health Care
HOOD,67618922496,36.451454,37.45145631067961,0.0,2.294,0.0,0.21461001,1.0,0.21461001,Financials
ROK,47572951040,44.349583,45.2655601659751,1.27,1.557,0.55869997,0.27183,0.44130002999999995,0.1199585871549,Industrials
ROL,26027925504,49.59633,50.100917431192656,1.34,0.792,0.6388,0.38671002,0.36119999999999997,0.13967965922399997,Industrials
ROP,33381443584,20.64794,20.662297128589262,1.1,0.803,0.21139999,0.09012,0.78860001,0.07106863290120001,Information Technology
ROST,69142822912,32.340393,31.93343419062027,0.84,0.875,0.2451,0.36678,0.7549,0.276882222,Consumer Discretionary
RCL,66937446400,15.227884,15.411226357535082,1.98,1.777,0.2593,0.49576,0.7407,0.367209432,Consumer Discretionary
SPGI,122037846016,26.061316,26.38495575221239,0.93,1.105,0.24350001,0.13939999,0.75649999,0.10545609104100011,Financials
CRM,147372376064,23.06658,22.98079385403329,0.98,1.139,0.2133,0.123959996,0.7867,0.0975193288532,Information Technology
SLB,85278089216,25.127754,25.176211453744493,2.06,0.731,0.5066,0.14066,0.49339999999999995,0.069401644,Energy
SRE,59420426240,30.918367,30.690476190476193,2.91,0.604,0.8818,0.05689,0.11819999999999997,0.006724397999999999,Utilities
NOW,105420308480,60.84524,61.55952380952381,0.0,0.819,0.0,0.1607,1.0,0.1607,Information Technology
SHW,73861201920,28.740404,29.05758157389635,1.06,1.155,0.3045,0.60723,0.6955,0.42232846500000004,Materials
SPG,76223913984,13.959639,13.947112038970076,4.39,1.363,0.60150003,1.1359,0.39849997000000004,0.452656115923,Real Estate
SNA,18750216192,18.676983,18.75902992776058,2.68,0.744,0.4729,0.18202,0.5271,0.095942742,Industrials
SOLV,13064301568,9.233783,9.318237454100366,0.0,0.655,0.0,0.34794998,1.0,0.34794998,Health Care
SO,106586324992,24.181585,23.966751918158565,3.24,0.357,0.75699997,0.109910004,0.24300003000000003,0.026708134269300125,Utilities
LUV,18341234688,25.016668,25.573333333333334,1.88,1.113,0.48,0.10062,0.52,0.052322400000000005,Industrials
STT,42157158400,15.46396,15.60812182741117,2.19,1.46,0.333,0.11261,0.667,0.07511087000000001,Financials
STLD,32279148544,24.016096,24.525751072961373,0.93,1.493,0.2176,0.15247,0.7824,0.119292528,Materials
STE,21117310976,27.098238,26.809823677581864,1.18,0.954,0.3102,0.11368,0.6898,0.078416464,Health Care
SYK,121603948544,36.71354,36.25231481481482,1.12,0.81,0.39810002,0.152,0.60189998,0.09148879696,Health Care
SMCI,18568796160,16.25,16.23684210526316,0.0,1.684,0.0,0.17877,1.0,0.17877,Information Technology
SYF,23579553792,7.2567286,7.355072463768115,1.69,1.362,0.1242,0.2178,0.8758,0.19074924,Financials
SNPS,94874443776,75.84494,76.3292496171516,0.0,1.245,0.0,0.055430003,1.0,0.055430003,Information Technology
SYY,36117131264,20.980556,20.42222222222222,2.99,0.662,0.6,0.81894994,0.4,0.327579976,Consumer Staples
TMUS,208351444992,20.437897,20.238853503184714,2.14,0.32,0.4038,0.18024999,0.5962000000000001,0.10746504403800002,Communication Services
TROW,21884121088,10.958692,10.98497854077253,5.08,1.532,0.5483,0.18688999,0.4517,0.084418208483,Financials
TPR,26796181504,40.434452,39.99085365853659,1.22,1.469,0.47259998,0.60914004,0.52740002,0.32126046927880075,Consumer Discretionary
TRGP,59336163328,28.26585,28.0879345603272,1.55,0.744,0.4086,0.74097997,0.5913999999999999,0.43821555425799996,Energy
TGT,57244377088,15.503075,15.178351783517835,3.7,1.011,0.556,0.24034001,0.44399999999999995,0.10671096443999999,Consumer Staples
TEL,57685909504,20.207056,20.50204498977505,1.45,1.177,0.2901,0.22719999,0.7099,0.16128927290099998,Information Technology
TDY,28119470080,30.716093,31.25556680161943,0.0,0.969,0.0,0.09049,1.0,0.09049,Information Technology
TER,50700873728,60.089058,59.564007421150286,0.16,1.793,0.090900004,0.2875,0.909099996,0.26136624885,Information Technology
TXN,277396258816,52.01365,51.296928327645055,1.89,1.298,0.9504,0.32347,0.04959999999999998,0.016044111999999992,Information Technology
TPL,27135232000,53.818058,52.887824897400826,0.62,0.677,0.3018,0.36466,0.6981999999999999,0.254605612,Energy
TXT,15460469760,16.967558,17.2881679389313,0.09,0.934,0.0153,0.12254,0.9847,0.120665138,Industrials
TMO,167441481728,24.743,24.2723778143877,0.4,0.883,0.0968,0.13523,0.9032,0.12213973599999998,Health Care
TJX,167840481280,31.166325,30.852156057494867,1.28,0.637,0.3388,0.59129,0.6612,0.390960948,Consumer Discretionary
TTD,10189597696,24.630682,25.30681818181818,0.0,1.096,0.0,0.16735001,1.0,0.16735001,Communication Services
TSCO,16493940736,15.492612,15.625615763546799,3.03,0.503,0.45810002,0.45504,0.54189998,0.2465861668992,Consumer Discretionary
TT,100131495936,34.630733,35.20030581039755,0.91,1.257,0.2956,0.36630002,0.7044,0.258021734088,Industrials
TRV,65122435072,9.139064,9.131304088331841,1.63,0.512,0.1313,0.25272,0.8687,0.219537864,Financials
TRMB,12825795584,28.806284,28.806282722513092,0.0,1.453,0.0,0.08252,1.0,0.08252,Information Technology
TFC,58518941696,11.626238,11.646039603960395,4.42,0.906,0.5149,0.08579001,0.4851,0.041616733850999996,Financials
TYL,13178966016,44.184826,44.24689655172414,0.0,0.864,0.0,0.08930001,1.0,0.08930001,Information Technology
USB,83187744768,11.234801,11.205450733752622,3.85,1.016,0.4319,0.123500004,0.5681,0.0701603522724,Financials
UBER,151692836864,18.491314,18.630272952853595,0.0,1.158,0.0,0.3531,1.0,0.3531,Industrials
ULTA,21256003584,18.962154,18.722980881779165,0.0,0.891,0.0,0.43595,1.0,0.43595,Consumer Discretionary
UNP,163081142272,22.588816,22.62582236842105,2.01,0.994,0.45099998,0.40686,0.54900002,0.22336614813720002,Industrials
UAL,29201539072,8.047406,8.278175313059034,0.0,1.206,0.0,0.25726998,1.0,0.25726998,Industrials
URI,58616188928,23.923931,24.151623625671185,0.83,1.831,0.1876,0.28237,0.8124,0.229397388,Industrials
UNH,356819009536,29.542105,29.40827067669173,2.26,0.646,0.6657,0.121759996,0.33430000000000004,0.0407043666628,Health Care
UHS,10113203200,6.975365,7.067640918580376,0.47,1.13,0.0334,0.21369,0.9666,0.206552754,Health Care
VLO,77587054592,19.07263,18.87007299270073,1.86,0.571,0.3353,0.1585,0.6647000000000001,0.10535495000000002,Energy
VEEV,26583437312,29.943014,30.119485294117645,0.0,0.924,0.0,0.13933,1.0,0.13933,Health Care
VLTO,21315559424,22.368557,22.347938144329895,0.6,0.927,0.1237,0.36463,0.8763,0.319525269,Industrials
VZ,198025871360,11.567073,11.404878048780489,6.05,0.224,0.67440003,0.17198,0.32559996999999996,0.05599668284059999,Communication Services
VRTX,111666774016,26.11098,25.909792284866466,0.0,0.301,0.0,0.24197,1.0,0.24197,Health Care
VRT,126894178304,83.2141,85.57430730478589,0.07,2.099,0.050300002,0.45097,0.949699998,0.42828620809806,Industrials
VICI,30537592832,9.712362,9.76027397260274,6.25,0.696,0.6104,0.11331,0.38959999999999995,0.04414557599999999,Real Estate
V,629115846656,28.816202,28.97560975609756,0.81,0.784,0.2197,0.60349,0.7803,0.47090324699999997,Financials
VST,45991686144,22.809364,22.867892976588628,0.67,1.447,0.1515,0.42898,0.8485,0.36398953,Utilities
VMC,34023028736,31.067535,31.555687203791468,0.78,1.091,0.2358,0.13458,0.7642,0.102846036,Materials
WRB,25501552640,14.513052,14.567796610169493,0.52,0.332,0.0763,0.20164,0.9237,0.18625486800000002,Financials
GWW,59198640128,33.714977,34.015326700726,0.73,1.042,0.24309999,0.46129,0.7569000100000001,0.3491504056129,Industrials
WAB,43612168192,36.303673,36.74717514124294,0.48,0.97,0.1499,0.11305001,0.8501,0.096103813501,Industrials
WMT,1069308313600,49.13919,48.84249084249085,0.74,0.652,0.3443,0.21847,0.6557,0.143250779,Consumer Staples
DIS,177992433664,16.426283,16.652243589743588,1.44,1.416,0.2,0.1101,0.8,0.08808,Communication Services
WM,90543284224,32.67681,32.279710144927535,1.59,0.495,0.49490002,0.29936,0.50509998,0.15120673001280002,Industrials
WAT,32720928768,42.344982,42.209656925031766,0.0,1.141,0.0,0.05212,1.0,0.05212,Health Care
WEC,36149035008,22.285141,21.997991967871485,3.48,0.493,0.7275,0.11679,0.27249999999999996,0.031825275,Utilities
WFC,229101076480,11.571097,11.494590417310667,2.42,0.96,0.2705,0.12028,0.7295,0.08774426,Financials
WST,21574184960,40.771362,40.642189586114824,0.29,1.17,0.115,0.19131,0.885,0.16930935,Health Care
WDC,157785456640,27.41143,27.465868263473055,0.13,2.158,0.0269,0.85920995,0.9731,0.836097202345,Information Technology
WSM,20110448640,19.299435,19.114124293785313,1.8,1.49,0.29860002,0.51523995,0.7013999799999999,0.361389290625201,Consumer Discretionary
WMB,96898154496,34.750004,34.074561403508774,2.7,0.633,0.8882,0.19656,0.11180000000000001,0.021975408000000002,Energy
WTW,24132401152,15.003522,15.082795067527892,1.49,0.453,0.2184,0.20611,0.7816,0.161095576,Financials
WDAY,32109563904,49.652515,49.76061776061776,0.0,1.035,0.0,0.08231,1.0,0.08231,Information Technology
XEL,49585733632,22.89049,22.507204610951007,3.03,0.421,0.6635,0.0959,0.3365,0.03227035,Utilities
XYL,25421318144,26.604477,26.94029850746269,1.59,1.077,0.4055,0.08724,0.5945,0.05186418,Industrials
ZBRA,11840947200,30.058645,31.446191051995164,0.0,1.624,0.0,0.11781,1.0,0.11781,Information Technology
ZBH,16702582784,22.366581,22.05699481865285,1.13,0.473,0.24870001,0.060650002,0.75129999,0.04556634589609998,Health Care
ZTS,33075001344,12.933606,12.740983606557377,2.73,0.863,0.3328,0.67748,0.6672,0.452014656,Health Care
